Tipo de Imovel;Cidade;Bairro;Metro Quadrado;Amostra
comercial/ industrial;rio de janeiro;castelo;0;0
comercial/ industrial;rio de janeiro;catete;0;0
comercial/ industrial;rio de janeiro;catumbi;0;0
comercial/ industrial;rio de janeiro;cavalcante;0;0
comercial/ industrial;rio de janeiro;cavalcanti;0;0
comercial/ industrial;rio de janeiro;centro;0;0
comercial/ industrial;rio de janeiro;centro valenca;0;0
comercial/ industrial;rio de janeiro;cid de deus;0;0
comercial/ industrial;rio de janeiro;cid nova;0;0
comercial/ industrial;rio de janeiro;cid universitaria;0;0
comercial/ industrial;rio de janeiro;cidade de deus;0;0
comercial/ industrial;rio de janeiro;cidade nova;0;0
comercial/ industrial;rio de janeiro;cinelandia;0;0
comercial/ industrial;rio de janeiro;cocota;0;0
comercial/ industrial;rio de janeiro;coelho neto;0;0
comercial/ industrial;rio de janeiro;colegio;0;0
comercial/ industrial;rio de janeiro;copacabana;0;0
comercial/ industrial;rio de janeiro;cordovil;0;0
comercial/ industrial;rio de janeiro;cosme velho;0;0
comercial/ industrial;rio de janeiro;cosmos;0;0
comercial/ industrial;rio de janeiro;costa barros;0;0
comercial/ industrial;rio de janeiro;curicica;0;0
comercial/ industrial;rio de janeiro;del castilho;0;0
comercial/ industrial;rio de janeiro;dende;0;0
comercial/ industrial;rio de janeiro;deodoro;0;0
comercial/ industrial;rio de janeiro;dumas;0;0
comercial/ industrial;rio de janeiro;encantado;0;0
comercial/ industrial;rio de janeiro;eng leal;0;0
comercial/ industrial;rio de janeiro;engenho da rainha;0;0
comercial/ industrial;rio de janeiro;engenho de dentro;0;0
comercial/ industrial;rio de janeiro;engenho novo;0;0
comercial/ industrial;rio de janeiro;estacio;0;0
comercial/ industrial;rio de janeiro;fatima;0;0
comercial/ industrial;rio de janeiro;fazenda botafogo;0;0
comercial/ industrial;rio de janeiro;flamengo;0;0
comercial/ industrial;rio de janeiro;freguesia;0;0
comercial/ industrial;rio de janeiro;freguesia (ilha do governador);0;0
comercial/ industrial;rio de janeiro;freguesia (jacarepagua);0;0
comercial/ industrial;rio de janeiro;freguesia ilha do governador;0;0
comercial/ industrial;rio de janeiro;freguesia/ilha do governador;0;0
comercial/ industrial;rio de janeiro;galeao;0;0
comercial/ industrial;rio de janeiro;gamboa;0;0
comercial/ industrial;rio de janeiro;gardenia azul;0;0
comercial/ industrial;rio de janeiro;gavea;0;0
comercial/ industrial;rio de janeiro;gloria;0;0
comercial/ industrial;rio de janeiro;grajau;0;0
comercial/ industrial;rio de janeiro;grumari;0;0
comercial/ industrial;rio de janeiro;guadalupe;0;0
comercial/ industrial;rio de janeiro;guarabu;0;0
comercial/ industrial;rio de janeiro;guaratiba;0;0
comercial/ industrial;rio de janeiro;higienopolis;0;0
comercial/ industrial;rio de janeiro;honorio gurgel;0;0
comercial/ industrial;rio de janeiro;humaita;0;0
comercial/ industrial;rio de janeiro;ilha do governador;0;0
comercial/ industrial;rio de janeiro;indeterminado;0;0
comercial/ industrial;rio de janeiro;inhauma;0;0
comercial/ industrial;rio de janeiro;inhoaiba;0;0
comercial/ industrial;rio de janeiro;ipanema;0;0
comercial/ industrial;rio de janeiro;iraja;0;0
comercial/ industrial;rio de janeiro;itacolomi;0;0
comercial/ industrial;rio de janeiro;itaguai;0;0
comercial/ industrial;rio de janeiro;itanhanga;0;0
comercial/ industrial;rio de janeiro;izadora;0;0
comercial/ industrial;rio de janeiro;jabour;0;0
comercial/ industrial;rio de janeiro;jacare;0;0
comercial/ industrial;rio de janeiro;jacarepagua;0;0
comercial/ industrial;rio de janeiro;jacarepagua   freguesia;0;0
comercial/ industrial;rio de janeiro;jacarepagua / freguesia;0;0
comercial/ industrial;rio de janeiro;jacarepagua freguesia;0;0
comercial/ industrial;rio de janeiro;jd america;0;0
comercial/ industrial;rio de janeiro;jd botanico;0;0
comercial/ industrial;rio de janeiro;jd carioca;0;0
comercial/ industrial;rio de janeiro;jd guanabara;0;0
comercial/ industrial;rio de janeiro;jd laranjeiras;0;0
comercial/ industrial;rio de janeiro;jd novo horizonte;0;0
comercial/ industrial;rio de janeiro;jd palmares;0;0
comercial/ industrial;rio de janeiro;jd sulacap;0;0
comercial/ industrial;rio de janeiro;jdcarioca;0;0
comercial/ industrial;rio de janeiro;joa;0;0
comercial/ industrial;rio de janeiro;lagoa;0;0
comercial/ industrial;rio de janeiro;lapa;0;0
comercial/ industrial;rio de janeiro;laranjeiras;0;0
comercial/ industrial;rio de janeiro;largo do machado;0;0
comercial/ industrial;rio de janeiro;leblon;0;0
comercial/ industrial;rio de janeiro;leme;0;0
comercial/ industrial;rio de janeiro;lins;0;0
comercial/ industrial;rio de janeiro;lins de vasconcelos;0;0
comercial/ industrial;rio de janeiro;lot madean;0;0
comercial/ industrial;rio de janeiro;madureira;0;0
comercial/ industrial;rio de janeiro;magalhaes bastos;0;0
comercial/ industrial;rio de janeiro;mangueira;0;0
comercial/ industrial;rio de janeiro;manguinhos;0;0
comercial/ industrial;rio de janeiro;maracana;0;0
comercial/ industrial;rio de janeiro;mare;0;0
comercial/ industrial;rio de janeiro;marechal hermes;0;0
comercial/ industrial;rio de janeiro;maria da graca;0;0
comercial/ industrial;rio de janeiro;meier;0;0
comercial/ industrial;rio de janeiro;monero;0;0
comercial/ industrial;rio de janeiro;muda;0;0
comercial/ industrial;rio de janeiro;n s das gracas;0;0
comercial/ industrial;rio de janeiro;oiticica ii;0;0
comercial/ industrial;rio de janeiro;olaria;0;0
comercial/ industrial;rio de janeiro;oswaldo cruz;0;0
comercial/ industrial;rio de janeiro;paciencia;0;0
comercial/ industrial;rio de janeiro;padre miguel;0;0
comercial/ industrial;rio de janeiro;paqueta;0;0
comercial/ industrial;rio de janeiro;parada de lucas;0;0
comercial/ industrial;rio de janeiro;pavuna;0;0
comercial/ industrial;rio de janeiro;pc da bandeira;0;0
comercial/ industrial;rio de janeiro;pc seca;0;0
comercial/ industrial;rio de janeiro;pechincha;0;0
comercial/ industrial;rio de janeiro;pedra de guaratiba;0;0
comercial/ industrial;rio de janeiro;penha;0;0
comercial/ industrial;rio de janeiro;penha circular;0;0
comercial/ industrial;rio de janeiro;piedade;0;0
comercial/ industrial;rio de janeiro;pilares;0;0
comercial/ industrial;rio de janeiro;pitangueiras;0;0
comercial/ industrial;rio de janeiro;portuguesa;0;0
comercial/ industrial;rio de janeiro;pq anchieta;0;0
comercial/ industrial;rio de janeiro;praca da bandeira;0;0
comercial/ industrial;rio de janeiro;praca seca;0;0
comercial/ industrial;rio de janeiro;praia da bandeira;0;0
comercial/ industrial;rio de janeiro;proletario nova cidade;0;0
comercial/ industrial;rio de janeiro;quintino bocaiuva;0;0
comercial/ industrial;rio de janeiro;ramos;0;0
comercial/ industrial;rio de janeiro;realengo;0;0
comercial/ industrial;rio de janeiro;recreio dos bandeirantes;0;0
comercial/ industrial;rio de janeiro;riachuelo;0;0
comercial/ industrial;rio de janeiro;ribeira;0;0
comercial/ industrial;rio de janeiro;ricardo de albuquerque;0;0
comercial/ industrial;rio de janeiro;rio comprido;0;0
comercial/ industrial;rio de janeiro;rio da prata;0;0
comercial/ industrial;rio de janeiro;rocha;0;0
comercial/ industrial;rio de janeiro;rocha miranda;0;0
comercial/ industrial;rio de janeiro;rocinha;0;0
comercial/ industrial;rio de janeiro;s claudio;0;0
comercial/ industrial;rio de janeiro;s conrado;0;0
comercial/ industrial;rio de janeiro;s cristovao;0;0
comercial/ industrial;rio de janeiro;s francisco xavier;0;0
comercial/ industrial;rio de janeiro;sampaio;0;0
comercial/ industrial;rio de janeiro;santa cruz;0;0
comercial/ industrial;rio de janeiro;santa teresa;0;0
comercial/ industrial;rio de janeiro;santissimo;0;0
comercial/ industrial;rio de janeiro;santo cristo;0;0
comercial/ industrial;rio de janeiro;sao conrado;0;0
comercial/ industrial;rio de janeiro;sao cristovao;0;0
comercial/ industrial;rio de janeiro;sao francisco xavier;0;0
comercial/ industrial;rio de janeiro;saude;0;0
comercial/ industrial;rio de janeiro;senador camara;0;0
comercial/ industrial;rio de janeiro;senador vasconcelos;0;0
comercial/ industrial;rio de janeiro;sepetiba;0;0
comercial/ industrial;rio de janeiro;seropedica;0;0
comercial/ industrial;rio de janeiro;sta cruz;0;0
comercial/ industrial;rio de janeiro;sta teresa;0;0
comercial/ industrial;rio de janeiro;sto cristo;0;0
comercial/ industrial;rio de janeiro;sulacap;0;0
comercial/ industrial;rio de janeiro;tanque;0;0
comercial/ industrial;rio de janeiro;taquara;0;0
comercial/ industrial;rio de janeiro;taua;0;0
comercial/ industrial;rio de janeiro;tijuca;0;0
comercial/ industrial;rio de janeiro;tinguazinho i;0;0
comercial/ industrial;rio de janeiro;tinguazinho ii;0;0
comercial/ industrial;rio de janeiro;todos os santos;0;0
comercial/ industrial;rio de janeiro;tomas coelho;0;0
comercial/ industrial;rio de janeiro;triagem;0;0
comercial/ industrial;rio de janeiro;tubiacanga;0;0
comercial/ industrial;rio de janeiro;turiacu;0;0
comercial/ industrial;rio de janeiro;urca;0;0
comercial/ industrial;rio de janeiro;usina;0;0
comercial/ industrial;rio de janeiro;v da penha;0;0
comercial/ industrial;rio de janeiro;v isabel;0;0
comercial/ industrial;rio de janeiro;v iv centenario;0;0
comercial/ industrial;rio de janeiro;v kosmos;0;0
comercial/ industrial;rio de janeiro;v valqueire;0;0
comercial/ industrial;rio de janeiro;vargem grande;0;0
comercial/ industrial;rio de janeiro;vargem pequena;0;0
comercial/ industrial;rio de janeiro;vaz lobo;0;0
comercial/ industrial;rio de janeiro;vicente de carvalho;0;0
comercial/ industrial;rio de janeiro;vidigal;0;0
comercial/ industrial;rio de janeiro;vigario geral;0;0
comercial/ industrial;rio de janeiro;village;0;0
comercial/ industrial;rio de janeiro;vista alegre;0;0
comercial/ industrial;rio de janeiro;vl da penha;0;0
comercial/ industrial;rio de janeiro;vl do ceu;0;0
comercial/ industrial;rio de janeiro;vl isabel;0;0
comercial/ industrial;rio de janeiro;vl ivl centenario;0;0
comercial/ industrial;rio de janeiro;vl kenedy;0;0
comercial/ industrial;rio de janeiro;vl kosmos;0;0
comercial/ industrial;rio de janeiro;vl militar;0;0
comercial/ industrial;rio de janeiro;vl valqueire;0;0
comercial/ industrial;rio de janeiro;vl vitoria;0;0
comercial/ industrial;rio de janeiro;zumbi;0;0
comercial/ industrial;sao goncalo;alcantara;0;0
comercial/ industrial;sao goncalo;almerinda;0;0
comercial/ industrial;sao goncalo;amendoeira;0;0
comercial/ industrial;sao goncalo;anaia pequeno;0;0
comercial/ industrial;sao goncalo;antonina;0;0
comercial/ industrial;sao goncalo;arsenal;0;0
comercial/ industrial;sao goncalo;barracao;0;0
comercial/ industrial;sao goncalo;barreto;0;0
comercial/ industrial;sao goncalo;barro vermelho;0;0
comercial/ industrial;sao goncalo;boa vista;0;0
comercial/ industrial;sao goncalo;boacu;0;0
comercial/ industrial;sao goncalo;bom retiro;0;0
comercial/ industrial;sao goncalo;brasilandia;0;0
comercial/ industrial;sao goncalo;calaboca;0;0
comercial/ industrial;sao goncalo;camarao;0;0
comercial/ industrial;sao goncalo;centro;0;0
comercial/ industrial;sao goncalo;coelho;0;0
comercial/ industrial;sao goncalo;colubande;0;0
comercial/ industrial;sao goncalo;covanca;0;0
comercial/ industrial;sao goncalo;engenho do rocado;0;0
comercial/ industrial;sao goncalo;engenho pequeno;0;0
comercial/ industrial;sao goncalo;estrela do norte;0;0
comercial/ industrial;sao goncalo;galo branco;0;0
comercial/ industrial;sao goncalo;gradim;0;0
comercial/ industrial;sao goncalo;guaxindiba;0;0
comercial/ industrial;sao goncalo;indeterminado;0;0
comercial/ industrial;sao goncalo;ipiiba;0;0
comercial/ industrial;sao goncalo;itaoca;0;0
comercial/ industrial;sao goncalo;itauna;0;0
comercial/ industrial;sao goncalo;jd alcantara;0;0
comercial/ industrial;sao goncalo;jd bom retiro;0;0
comercial/ industrial;sao goncalo;jd california;0;0
comercial/ industrial;sao goncalo;jd catarina;0;0
comercial/ industrial;sao goncalo;jd fluminense;0;0
comercial/ industrial;sao goncalo;jd independencia;0;0
comercial/ industrial;sao goncalo;joquei clube;0;0
comercial/ industrial;sao goncalo;lagoinha;0;0
comercial/ industrial;sao goncalo;laranjal;0;0
comercial/ industrial;sao goncalo;lindo parque;0;0
comercial/ industrial;sao goncalo;mangueira;0;0
comercial/ industrial;sao goncalo;marambaia;0;0
comercial/ industrial;sao goncalo;maria paula;0;0
comercial/ industrial;sao goncalo;miriambi;0;0
comercial/ industrial;sao goncalo;monjolo;0;0
comercial/ industrial;sao goncalo;mutondo;0;0
comercial/ industrial;sao goncalo;mutua;0;0
comercial/ industrial;sao goncalo;mutuaguacu;0;0
comercial/ industrial;sao goncalo;mutuapira;0;0
comercial/ industrial;sao goncalo;n s da paz;0;0
comercial/ industrial;sao goncalo;neves;0;0
comercial/ industrial;sao goncalo;nova cidade;0;0
comercial/ industrial;sao goncalo;novo mexico;0;0
comercial/ industrial;sao goncalo;pacheco;0;0
comercial/ industrial;sao goncalo;parada 40;0;0
comercial/ industrial;sao goncalo;paraiso;0;0
comercial/ industrial;sao goncalo;patronato;0;0
comercial/ industrial;sao goncalo;piao;0;0
comercial/ industrial;sao goncalo;pita;0;0
comercial/ industrial;sao goncalo;portao do rosa;0;0
comercial/ industrial;sao goncalo;porto da madama;0;0
comercial/ industrial;sao goncalo;porto da pedra;0;0
comercial/ industrial;sao goncalo;porto do rosa;0;0
comercial/ industrial;sao goncalo;porto novo;0;0
comercial/ industrial;sao goncalo;porto velho;0;0
comercial/ industrial;sao goncalo;raul veiga;0;0
comercial/ industrial;sao goncalo;rio do ouro;0;0
comercial/ industrial;sao goncalo;rocha;0;0
comercial/ industrial;sao goncalo;s miguel;0;0
comercial/ industrial;sao goncalo;sacramento;0;0
comercial/ industrial;sao goncalo;santa luzia;0;0
comercial/ industrial;sao goncalo;sao miguel;0;0
comercial/ industrial;sao goncalo;sete pontes;0;0
comercial/ industrial;sao goncalo;sta anita;0;0
comercial/ industrial;sao goncalo;sta catarina;0;0
comercial/ industrial;sao goncalo;sta isabel;0;0
comercial/ industrial;sao goncalo;sta luzia;0;0
comercial/ industrial;sao goncalo;tenente jardim;0;0
comercial/ industrial;sao goncalo;tiradentes;0;0
comercial/ industrial;sao goncalo;tribobo;0;0
comercial/ industrial;sao goncalo;trindade;0;0
comercial/ industrial;sao goncalo;varzea das mocas;0;0
comercial/ industrial;sao goncalo;venda da cruz;0;0
comercial/ industrial;sao goncalo;vista alegre;0;0
comercial/ industrial;sao goncalo;vl iara;0;0
comercial/ industrial;sao goncalo;vl lage;0;0
comercial/ industrial;sao goncalo;vl tres;0;0
comercial/ industrial;sao goncalo;ze garoto;0;0
comercial/ industrial;sao joao de meriti;agostinho porto;0;0
comercial/ industrial;sao joao de meriti;centro;0;0
comercial/ industrial;sao joao de meriti;coelho da rocha;0;0
comercial/ industrial;sao joao de meriti;eden;0;0
comercial/ industrial;sao joao de meriti;eng belford;0;0
comercial/ industrial;sao joao de meriti;grande rio;0;0
comercial/ industrial;sao joao de meriti;indeterminado;0;0
comercial/ industrial;sao joao de meriti;jd da alegria;0;0
comercial/ industrial;sao joao de meriti;jd jose bonifacio;0;0
comercial/ industrial;sao joao de meriti;jd meriti;0;0
comercial/ industrial;sao joao de meriti;jd metropole;0;0
comercial/ industrial;sao joao de meriti;jd olavo bilac;0;0
comercial/ industrial;sao joao de meriti;jd sta rosa;0;0
comercial/ industrial;sao joao de meriti;pq analandia;0;0
comercial/ industrial;sao joao de meriti;pq novo rio;0;0
comercial/ industrial;sao joao de meriti;pq s judas tadeu;0;0
comercial/ industrial;sao joao de meriti;pq teles de menezes;0;0
comercial/ industrial;sao joao de meriti;s mateus;0;0
comercial/ industrial;sao joao de meriti;tomazinho;0;0
comercial/ industrial;sao joao de meriti;trezentos;0;0
comercial/ industrial;sao joao de meriti;v r dos teles;0;0
comercial/ industrial;sao joao de meriti;v rosali;0;0
comercial/ industrial;sao joao de meriti;v s joao;0;0
comercial/ industrial;sao joao de meriti;venda velha;0;0
comercial/ industrial;sao joao de meriti;vilar dos teles;0;0
comercial/ industrial;sao joao de meriti;vl norma;0;0
comercial/ industrial;sao joao de meriti;vl r dos teles;0;0
comercial/ industrial;sao joao de meriti;vl rosali;0;0
comercial/ industrial;sao joao de meriti;vl s joao;0;0
comercial/ industrial;sao joao de meriti;vl tiradentes;0;0
comercial/ industrial;sao joao de meriti;vl zulmira;0;0
comercial/ industrial;seropedica;centro;0;0
comercial/ industrial;seropedica;indeterminado;0;0
comercial/ industrial;seropedica;zona rural;0;0
comercial/ industrial;tangua;bandeirantes i;0;0
comercial/ industrial;tangua;centro;0;0
comercial/ industrial;tangua;indeterminado;0;0
comercial/industrial;belford roxo;amelia;0;0
comercial/industrial;belford roxo;andrade araujo;0;0
comercial/industrial;belford roxo;areia branca;0;0
comercial/industrial;belford roxo;babi;0;0
comercial/industrial;belford roxo;belford roxo;0;0
comercial/industrial;belford roxo;boa esperanca;0;0
comercial/industrial;belford roxo;boa ventura;1305;4
comercial/industrial;belford roxo;buriti;0;0
comercial/industrial;belford roxo;centro;0;0
comercial/industrial;belford roxo;ch sto antonio;2291;3
comercial/industrial;belford roxo;gracas;2291;3
comercial/industrial;belford roxo;heliopolis;0;0
comercial/industrial;belford roxo;hiterland;0;0
comercial/industrial;belford roxo;indeterminado;0;0
comercial/industrial;belford roxo;itaipu;0;0
comercial/industrial;belford roxo;jd almo;0;0
comercial/industrial;belford roxo;jd bom pastor;0;0
comercial/industrial;belford roxo;jd dimas filho;0;0
comercial/industrial;belford roxo;jd glaucia;0;0
comercial/industrial;belford roxo;jd redentor;0;0
comercial/industrial;belford roxo;jd sta marta;0;0
comercial/industrial;belford roxo;lot xv;0;0
comercial/industrial;belford roxo;lote xv;0;0
comercial/industrial;belford roxo;nova aurora;0;0
comercial/industrial;belford roxo;piam;0;0
comercial/industrial;belford roxo;pq amorim;2110;4
comercial/industrial;belford roxo;pq esperanca;0;0
comercial/industrial;belford roxo;pq floresta;0;0
comercial/industrial;belford roxo;pq martinho;0;0
comercial/industrial;belford roxo;pq s bernardo;0;0
comercial/industrial;belford roxo;pq s jose;0;0
comercial/industrial;belford roxo;pq s vicente;0;0
comercial/industrial;belford roxo;pq santa amelia;0;0
comercial/industrial;belford roxo;pq saxonia;0;0
comercial/industrial;belford roxo;pq sta amelia;0;0
comercial/industrial;belford roxo;prata;2261;4
comercial/industrial;belford roxo;rocha sobrinho;2261;4
comercial/industrial;belford roxo;s bernardo;0;0
comercial/industrial;belford roxo;s jorge;0;0
comercial/industrial;belford roxo;sta cecilia;0;0
comercial/industrial;belford roxo;sta maria;0;0
comercial/industrial;belford roxo;sublime;0;0
comercial/industrial;belford roxo;vergel dos felix;0;0
comercial/industrial;belford roxo;vl dagmar;0;0
comercial/industrial;belford roxo;vl entre rios;0;0
comercial/industrial;belford roxo;vl joao lima;0;0
comercial/industrial;belford roxo;vl madalena;0;0
comercial/industrial;belford roxo;vl medeiros;0;0
comercial/industrial;belford roxo;vl pauline;0;0
comercial/industrial;belford roxo;vl r novo;0;0
comercial/industrial;belford roxo;vl s luis;0;0
comercial/industrial;belford roxo;vl s teodoro;0;0
comercial/industrial;belford roxo;vl sto antonio da prata;2941;1
comercial/industrial;belford roxo;vl verde;0;0
comercial/industrial;belford roxo;vl vitorio;0;0
comercial/industrial;cachoeiras de macacu;boca do mato;0;0
comercial/industrial;cachoeiras de macacu;centro;0;0
comercial/industrial;cachoeiras de macacu;indeterminado;0;0
comercial/industrial;cachoeiras de macacu;papucaia;2125;2
comercial/industrial;cachoeiras de macacu;zona rural;2125;9
comercial/industrial;duque de caxias;barro branco;2125;9
comercial/industrial;duque de caxias;centro;0;0
comercial/industrial;duque de caxias;ch arcampo;3794;5
comercial/industrial;duque de caxias;ch maria helena;3794;5
comercial/industrial;duque de caxias;ch riopetropolis;0;0
comercial/industrial;duque de caxias;chac rio petropolis;2167;1
comercial/industrial;duque de caxias;chac riopetropolis;2083;1
comercial/industrial;duque de caxias;chacrinha;0;0
comercial/industrial;duque de caxias;circular;0;0
comercial/industrial;duque de caxias;divino;3767;2
comercial/industrial;duque de caxias;dr laureano;0;0
comercial/industrial;duque de caxias;engenho do porto;0;0
comercial/industrial;duque de caxias;gramacho;3472;1
comercial/industrial;duque de caxias;imbarie;0;0
comercial/industrial;duque de caxias;indeterminado;0;0
comercial/industrial;duque de caxias;itatiaia;0;0
comercial/industrial;duque de caxias;jd 25 de agosto;2866;3
comercial/industrial;duque de caxias;jd anhanga;2866;3
comercial/industrial;duque de caxias;jd gramacho;0;0
comercial/industrial;duque de caxias;jd imbarie;3686;0
comercial/industrial;duque de caxias;jd leal;0;0
comercial/industrial;duque de caxias;jd olavo bilac;0;0
comercial/industrial;duque de caxias;jd olimpo;0;0
comercial/industrial;duque de caxias;jd panama;0;0
comercial/industrial;duque de caxias;jd primavera;3773;1
comercial/industrial;duque de caxias;jd vinte e cinco de agosto;3950;7
comercial/industrial;duque de caxias;mantiquira;3950;1
comercial/industrial;duque de caxias;nova campinas;1912;1
comercial/industrial;duque de caxias;pq barao do amapa;0;0
comercial/industrial;duque de caxias;pq beira mar;0;0
comercial/industrial;duque de caxias;pq boa vista i;0;0
comercial/industrial;duque de caxias;pq boa vista ii;0;0
comercial/industrial;duque de caxias;pq capivari;0;0
comercial/industrial;duque de caxias;pq centenario;0;0
comercial/industrial;duque de caxias;pq duque de caxias;7407;1
comercial/industrial;duque de caxias;pq eldorado;7407;1
comercial/industrial;duque de caxias;pq equitativa;7407;1
comercial/industrial;duque de caxias;pq esperanca;2749;2
comercial/industrial;duque de caxias;pq felicidade;0;0
comercial/industrial;duque de caxias;pq fluminense;0;0
comercial/industrial;duque de caxias;pq imperio;1008;1
comercial/industrial;duque de caxias;pq independencia;0;0
comercial/industrial;duque de caxias;pq joao pessoa;0;0
comercial/industrial;duque de caxias;pq lafaiete;0;0
comercial/industrial;duque de caxias;pq laguna e dourados;3753;6
comercial/industrial;duque de caxias;pq muisa;3509;2
comercial/industrial;duque de caxias;pq nova esperanca;2258;2
comercial/industrial;duque de caxias;pq pauliceia;0;0
comercial/industrial;duque de caxias;pq paulista;0;0
comercial/industrial;duque de caxias;pq senhor do bonfim;0;0
comercial/industrial;duque de caxias;pq sta lucia;2075;1
comercial/industrial;duque de caxias;pq uruguaiana;0;0
comercial/industrial;duque de caxias;pq vitoria;0;0
comercial/industrial;duque de caxias;pq xerem;0;0
comercial/industrial;duque de caxias;s bento;0;0
comercial/industrial;duque de caxias;saracuruna;0;0
comercial/industrial;duque de caxias;sarapui;0;0
comercial/industrial;duque de caxias;sta lucia;4714;1
comercial/industrial;duque de caxias;sto antonio;3686;1
comercial/industrial;duque de caxias;taquara;2143;1
comercial/industrial;duque de caxias;v actura;2143;1
comercial/industrial;duque de caxias;v s joao;0;0
comercial/industrial;duque de caxias;v s judas tadeu;0;0
comercial/industrial;duque de caxias;v s luis;0;0
comercial/industrial;duque de caxias;v s sebastiao;0;0
comercial/industrial;duque de caxias;v sao luis;0;0
comercial/industrial;duque de caxias;v sta cruz;0;0
comercial/industrial;duque de caxias;v sto antonio;0;0
comercial/industrial;duque de caxias;vl actura;0;0
comercial/industrial;duque de caxias;vl bela vista;0;0
comercial/industrial;duque de caxias;vl canaan;0;0
comercial/industrial;duque de caxias;vl centenario;0;0
comercial/industrial;duque de caxias;vl ema;0;0
comercial/industrial;duque de caxias;vl guanabara;0;0
comercial/industrial;duque de caxias;vl ideal;0;0
comercial/industrial;duque de caxias;vl itamarati;0;0
comercial/industrial;duque de caxias;vl leopoldina;0;0
comercial/industrial;duque de caxias;vl maria helena;0;0
comercial/industrial;duque de caxias;vl meriti;3750;1
comercial/industrial;duque de caxias;vl oito de maio;3750;1
comercial/industrial;duque de caxias;vl paula;0;0
comercial/industrial;duque de caxias;vl rosario;0;0
comercial/industrial;duque de caxias;vl s luis;0;0
comercial/industrial;duque de caxias;vl s sebastiao;0;0
comercial/industrial;duque de caxias;vl sarapui;0;0
comercial/industrial;duque de caxias;vl sta alice;0;0
comercial/industrial;duque de caxias;vl sta cruz;1857;1
comercial/industrial;duque de caxias;xerem;2846;1
comercial/industrial;guapimirim;centro;0;0
comercial/industrial;guapimirim;indeterminado;0;0
comercial/industrial;guapimirim;zona rural;0;0
comercial/industrial;itaborai;aldeia da prata (manilha);0;0
comercial/industrial;itaborai;ampliacao;0;0
comercial/industrial;itaborai;areal;0;0
comercial/industrial;itaborai;bela vista;2772;11
comercial/industrial;itaborai;bonfim;1871;2
comercial/industrial;itaborai;caluge;1871;2
comercial/industrial;itaborai;centro;1483;1
comercial/industrial;itaborai;ch bela vista;2753;6
comercial/industrial;itaborai;gebara (itambi);2782;18
comercial/industrial;itaborai;indeterminado;3161;35
comercial/industrial;itaborai;jd imperial;3161;35
comercial/industrial;itaborai;joaquim de oliveira;4208;2
comercial/industrial;itaborai;manilha;3421;1
comercial/industrial;itaborai;marambaia;2536;9
comercial/industrial;itaborai;monte verde (manilha);2557;4
comercial/industrial;itaborai;nancilandia;2557;4
comercial/industrial;itaborai;nova cidade;2557;4
comercial/industrial;itaborai;outeiro das pedras;3777;5
comercial/industrial;itaborai;quissama;3777;5
comercial/industrial;itaborai;retiro s joaquim;2929;2
comercial/industrial;itaborai;rio varzea;2929;3
comercial/industrial;itaborai;s jose;1580;3
comercial/industrial;itaborai;sossego;0;0
comercial/industrial;itaborai;sto expedito;2389;2
comercial/industrial;itaborai;tangua;0;0
comercial/industrial;itaborai;tres pontes;2233;1
comercial/industrial;itaborai;venda das pedras;1308;1
comercial/industrial;itaborai;visconde de itaborai;2157;1
comercial/industrial;itaborai;zona rural;2157;1
comercial/industrial;itaguai;aguas lindas;0;0
comercial/industrial;itaguai;brisa mar;0;0
comercial/industrial;itaguai;california;0;0
comercial/industrial;itaguai;centro;0;0
comercial/industrial;itaguai;chapero;0;0
comercial/industrial;itaguai;cid industrial;0;0
comercial/industrial;itaguai;coroa grande;0;0
comercial/industrial;itaguai;engenho;0;0
comercial/industrial;itaguai;ibirapitanga;2141;1
comercial/industrial;itaguai;ibituporanga;0;0
comercial/industrial;itaguai;ilha da madeira;0;0
comercial/industrial;itaguai;indeterminado;0;0
comercial/industrial;itaguai;jd america;0;0
comercial/industrial;itaguai;jd laia;0;0
comercial/industrial;itaguai;jd veda;0;0
comercial/industrial;itaguai;leandro;0;0
comercial/industrial;itaguai;monte serrat;0;0
comercial/industrial;itaguai;piranema;0;0
comercial/industrial;itaguai;pq independencia;0;0
comercial/industrial;itaguai;pq paraiso;0;0
comercial/industrial;itaguai;pq primavera;0;0
comercial/industrial;itaguai;sta candida;0;0
comercial/industrial;itaguai;teixeiras;0;0
comercial/industrial;itaguai;vl geny;0;0
comercial/industrial;itaguai;vl ibirapitanga;0;0
comercial/industrial;itaguai;vl margarida;3888;2
comercial/industrial;japeri;japeri;0;0
comercial/industrial;mage;centro;0;0
comercial/industrial;mage;indeterminado;0;0
comercial/industrial;mage;zona rural;2391;4
comercial/industrial;mangaratiba;centro;0;0
comercial/industrial;mangaratiba;conceicao de jacarei;0;0
comercial/industrial;mangaratiba;indeterminado;0;0
comercial/industrial;mangaratiba;itacuruca;3729;6
comercial/industrial;mangaratiba;itacurussa;3525;2
comercial/industrial;mangaratiba;muriqui;3525;2
comercial/industrial;mangaratiba;praia grande;0;0
comercial/industrial;mangaratiba;sahy;3735;16
comercial/industrial;marica;aracatiba;3735;16
comercial/industrial;marica;bal bambui (ponta negra);3735;16
comercial/industrial;marica;barra de marica;3564;7
comercial/industrial;marica;barroco (itaipuacu);2467;10
comercial/industrial;marica;caju (ponta negra);3424;3
comercial/industrial;marica;cajueiros;3424;3
